3-Jan-00,,,,,,,,,,,,,,,
31-Oct-23,,,,,,,,,,,,,,,
,A,,Start Date,1/3/2000,,,,,,,,,,,
,B,,End Date,,,,,,,,,,,,
,C,,,,,,,,,,,,,,
,,,,A Index,B Index,C Index,D Index ,,,,,,,,
,,,,Last Price,Last Price,Last Price,Last Price,,,,,,,,
,,,Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,,,,,,,,
,,,6/16/2020,262.07,1676.64,3155.03,313.1747,,,,,,,,
,,,6/17/2020,261.85,1676.46,3155.59,313.2126,,,,,,,,
,,,6/18/2020,261.96,1678,3157.89,313.3037,,,,,,,,
,,,6/19/2020,262.25,1679.16,3157.86,313.3347,,,,,,,,
,,,6/22/2020,262.51,1686.85,3159.84,313.4498,,,,,,,,
,,,6/23/2020,263.16,1687.14,3159.99,313.3724,,,,,,,,
,,,6/24/2020,261.91,1679.94,3156.81,313.3065,,,,,,,,
,,,6/25/2020,262.37,1685.54,3159.72,313.4287,,,,,,,,
,,,6/26/2020,261.79,1681.89,3157.17,313.4941,,,,,,,,
,,,6/29/2020,262.93,1685.43,3159.54,313.6122,,,,,,,,
,,,6/30/2020,263.4,1690.23,3161.14,313.6104,,,,,,,,
,,,7/1/2020,263.34,1690.18,3161.79,312.6156,,,,,,,,
,,,7/2/2020,263.44,1694.52,3164.17,313.3963,,,,,,,,
,,,7/3/2020,263.44,1694.52,3164.17,313.3963,,,,,,,,
,,,7/6/2020,264.13,1701.39,3167.3,313.4667,,,,,,,,
,,,7/7/2020,264.12,1695.53,3168.42,313.5115,,,,,,,,
,,,7/8/2020,264.52,1701.04,3169.23,313.6222,,,,,,,,
,,,7/9/2020,264.38,1697.65,3172.65,313.6994,,,,,,,,
,,,7/10/2020,264.53,1706.97,3173.92,313.7546,,,,,,,,
,,,7/13/2020,264.2,1698.72,3171.65,313.5148,,,,,,,,
,,,7/14/2020,265.11,1704.4,3176.66,313.6748,,,,,,,,
,,,7/15/2020,265.71,1708.12,3177.96,313.6963,,,,,,,,
,,,7/16/2020,265.56,1706.44,3178.64,313.8236,,,,,,,,
,,,7/17/2020,265.57,1711.53,3179.01,313.702,,,,,,,,
,,,7/20/2020,265.87,1713.79,3182.49,313.7584,,,,,,,,
,,,7/21/2020,266.78,1716.11,3183.77,313.9584,,,,,,,,
,,,7/22/2020,267.33,1717.84,3187.04,314.1327,,,,,,,,
,,,7/23/2020,267.12,1711.08,3186.39,314.1856,,,,,,,,
,,,7/24/2020,267.14,1709.39,3183.91,313.7301,,,,,,,,
,,,7/27/2020,267.67,1715.57,3185.34,314.1862,,,,,,,,
,,,7/28/2020,268.33,1712.95,3185.54,314.575,,,,,,,,
,,,7/29/2020,268.81,1725.62,3189.68,314.7279,,,,,,,,
,,,7/30/2020,269.47,1720.8,3191.09,315.0067,,,,,,,,
,,,7/31/2020,270.26,1725.48,3193.96,315.0236,,,,,,,,
,,,8/3/2020,270.18,1729.29,3194.74,315.2471,,,,,,,,
,,,8/4/2020,271.65,1728.09,3200.34,316.2015,,,,,,,,
,,,8/5/2020,271.55,1734.96,3199.1,315.6082,,,,,,,,
,,,8/6/2020,272.03,1738.01,3203.77,316.444,,,,,,,,
,,,8/7/2020,271,1736.15,3200.37,315.1833,,,,,,,,
,,,8/10/2020,270.63,1738.91,3199.94,315.7566,,,,,,,,
,,,8/11/2020,267.14,1735.64,3191.3,312.9183,,,,,,,,
,,,8/12/2020,267.63,1748.19,3194.61,312.4346,,,,,,,,
,,,8/13/2020,266.94,1749.81,3189.96,311.2522,,,,,,,,
,,,8/14/2020,267.09,1748.96,3187.78,311.4556,,,,,,,,
,,,8/17/2020,268.16,1749.46,3191.72,313.0831,,,,,,,,
,,,8/18/2020,268.91,1752.89,3196.53,313.9504,,,,,,,,
,,,8/19/2020,267.7,1748.31,3190.39,313.9893,,,,,,,,
,,,8/20/2020,269.04,1744.84,3194.73,314.2875,,,,,,,,
,,,8/21/2020,269.14,1746.53,3197.97,314.2335,,,,,,,,
,,,8/24/2020,269.04,1753.2,3201.97,314.3903,,,,,,,,
,,,8/25/2020,268.29,1759.25,3199.08,312.7567,,,,,,,,
,,,8/26/2020,268.87,1763.31,3202.25,312.6597,,,,,,,,
,,,8/27/2020,266.75,1763.76,3193.82,311.9454,,,,,,,,
,,,8/28/2020,267.68,1775.14,3197.37,312.8154,,,,,,,,
,,,8/31/2020,268.76,1768.14,3198.93,313.0434,,,,,,,,
,,,9/1/2020,270,1768.82,3208.2,313.8561,,,,,,,,
,,,9/2/2020,271.04,1777.38,3219.65,314.8399,,,,,,,,
,,,9/3/2020,269.84,1752.73,3203.42,315.1134,,,,,,,,
,,,9/4/2020,266.96,1749.02,3189.67,314.012,,,,,,,,
,,,9/7/2020,266.96,1749.02,3189.67,314.012,,,,,,,,
,,,9/8/2020,266.5,1724.76,3179.38,313.289,,,,,,,,
,,,9/9/2020,267.25,1739.15,3187.33,313.462,,,,,,,,
,,,9/10/2020,266.88,1727.24,3181.29,312.4265,,,,,,,,
,,,9/11/2020,267.1,1731.78,3182.83,312.7244,,,,,,,,
,,,9/14/2020,267.9,1737.27,3189,313.3585,,,,,,,,
,,,9/15/2020,268.07,1740.28,3190.5,313.7026,,,,,,,,
,,,9/16/2020,267.62,1739.97,3187.1,313.9914,,,,,,,,
,,,9/17/2020,267.1,1737.66,3184.56,313.7351,,,,,,,,
,,,9/18/2020,266.47,1728.21,3176.99,314.0611,,,,,,,,
,,,9/21/2020,266.14,1717.49,3174.08,311.9324,,,,,,,,
,,,9/22/2020,266.61,1721.68,3178.44,311.5378,,,,,,,,
,,,9/23/2020,264.95,1707.93,3166.46,310.8205,,,,,,,,
,,,9/24/2020,265.28,1710.14,3170.37,311.2294,,,,,,,,
,,,9/25/2020,265.98,1720.61,3180.29,310.9812,,,,,,,,
,,,9/28/2020,266.89,1732.87,3188.65,311.9673,,,,,,,,
,,,9/29/2020,267.04,1730.04,3186.57,311.101,,,,,,,,
,,,9/30/2020,266.95,1733.99,3183.01,310.7209,,,,,,,,
,,,10/1/2020,267.6,1739.61,3188.73,309.8427,,,,,,,,
,,,10/2/2020,266.86,1734.9,3179.63,309.2056,,,,,,,,
,,,10/5/2020,267.14,1748.19,3172.19,310.9246,,,,,,,,
,,,10/6/2020,266.48,1738.54,3169.09,310.7117,,,,,,,,
,,,10/7/2020,266.73,1751.53,3172.03,310.7713,,,,,,,,
,,,10/8/2020,267.22,1758.76,3184.53,311.9654,,,,,,,,
,,,10/9/2020,267.92,1763.88,3191.04,313.7294,,,,,,,,
,,,10/12/2020,268.88,1775.17,3203.95,313.8891,,,,,,,,
,,,10/13/2020,268.45,1767.93,3205.76,313.4054,,,,,,,,
,,,10/14/2020,268.13,1763.93,3206.36,313.8735,,,,,,,,
,,,10/15/2020,268.02,1763.87,3199.07,314.3676,,,,,,,,
,,,10/16/2020,267.91,1761,3194.73,314.6118,,,,,,,,
,,,10/19/2020,267.42,1755.13,3184.09,314.675,,,,,,,,
,,,10/20/2020,267.7,1761.66,3176.47,314.9552,,,,,,,,
,,,10/21/2020,267.84,1762.86,3175.83,315.0837,,,,,,,,
,,,10/22/2020,267.83,1763.56,3159.59,314.0153,,,,,,,,
,,,10/23/2020,268.07,1766.71,3171.02,313.3691,,,,,,,,
,,,10/26/2020,267.15,1748.98,3169.28,312.789,,,,,,,,
,,,10/27/2020,267.11,1749.31,3183.45,313.9437,,,,,,,,
,,,10/28/2020,265.23,1723.74,3157.9,311.9578,,,,,,,,
,,,10/29/2020,265.89,1735.17,3153.47,311.2146,,,,,,,,
,,,10/30/2020,265.94,1727.88,3134.64,311.2699,,,,,,,,
,,,11/2/2020,266.09,1736.2,3156.58,311.9116,,,,,,,,
,,,11/3/2020,267.41,1752.62,3173.52,312.0417,,,,,,,,
,,,11/4/2020,267.44,1769.19,3205.63,313.3514,,,,,,,,
,,,11/5/2020,268.42,1789.46,3231.52,314.1635,,,,,,,,
,,,11/6/2020,268.93,1788.46,3222.09,313.4331,,,,,,,,
,,,11/9/2020,268.87,1807.76,3221.6,311.8248,,,,,,,,
,,,11/10/2020,268.61,1807.27,3216.25,312.6878,,,,,,,,
,,,11/11/2020,269.06,1811.98,3224.19,313.0173,,,,,,,,
,,,11/12/2020,267.89,1801.89,3225.74,313.3294,,,,,,,,
,,,11/13/2020,268.16,1812.29,3236.64,313.7108,,,,,,,,
,,,11/16/2020,268.49,1821.39,3246.13,313.6602,,,,,,,,
,,,11/17/2020,267.83,1819.88,3249.42,313.8132,,,,,,,,
,,,11/18/2020,267.36,1816.62,3246.48,313.7524,,,,,,,,
,,,11/19/2020,267.36,1821.08,3257.25,313.3068,,,,,,,,
,,,11/20/2020,266.88,1823.71,3270.57,314.385,,,,,,,,
,,,11/23/2020,267.01,1824.45,3266.33,313.9628,,,,,,,,
,,,11/24/2020,267.45,1831.86,3269.21,315.0722,,,,,,,,
,,,11/25/2020,267.52,1829.62,3262.65,315.553,,,,,,,,
,,,11/26/2020,267.52,1829.62,3262.65,315.553,,,,,,,,
,,,11/27/2020,267.16,1835.94,3280.67,315.5566,,,,,,,,
,,,11/30/2020,267.06,1823.51,3259.36,315.3508,,,,,,,,
,,,12/1/2020,267.83,1830.59,3263,315.4625,,,,,,,,
,,,12/2/2020,267.92,1828.43,3257.43,315.2018,,,,,,,,
,,,12/3/2020,268.1,1831.67,3268.02,314.9234,,,,,,,,
,,,12/4/2020,268.04,1831.55,3261.21,315.6025,,,,,,,,
,,,12/7/2020,268.54,1829.52,3261.6,315.7843,,,,,,,,
,,,12/8/2020,268.88,1832.5,3266.64,316.2078,,,,,,,,
,,,12/9/2020,268.07,1830.54,3263.24,315.7089,,,,,,,,
,,,12/10/2020,267.45,1833.21,3273.29,316.6962,,,,,,,,
,,,12/11/2020,267.75,1835.93,3277.5,316.6545,,,,,,,,
,,,12/14/2020,267.36,1835.33,3274.86,316.8445,,,,,,,,
,,,12/15/2020,268.33,1836.86,3282.73,317.5744,,,,,,,,
,,,12/16/2020,268.45,1834.57,3280.5,317.4062,,,,,,,,
,,,12/17/2020,269.3,1838.11,3286.19,318.4607,,,,,,,,
,,,12/18/2020,268.94,1834.01,3280.07,318.4682,,,,,,,,
,,,12/21/2020,268.62,1829.53,3273.51,317.1665,,,,,,,,
,,,12/22/2020,268.16,1832.04,3277.63,316.8574,,,,,,,,
,,,12/23/2020,268.19,1828.01,3276.69,316.6415,,,,,,,,
,,,12/24/2020,268.5,1830.72,3281.28,316.8485,,,,,,,,
,,,12/25/2020,268.5,1830.72,3281.28,316.8485,,,,,,,,
,,,12/28/2020,268.72,1832.74,3288.17,317.1193,,,,,,,,
,,,12/29/2020,268.88,1837.64,3295.38,317.6272,,,,,,,,
,,,12/30/2020,269.18,1839.2,3301.34,317.782,,,,,,,,
,,,12/31/2020,269.56,1843.33,3307.05,318.1736,,,,,,,,
,,,1/1/2021,269.56,1843.33,3307.05,318.1736,,,,,,,,
,,,1/4/2021,269.41,1839.92,3300.41,318.829,,,,,,,,
,,,1/5/2021,269.8,1835.55,3300.26,319.8716,,,,,,,,
,,,1/6/2021,268.82,1817.46,3280.49,319.3492,,,,,,,,
,,,1/7/2021,268.96,1808.75,3271.62,320.0546,,,,,,,,
,,,1/8/2021,268.13,1806.17,3271.47,318.9227,,,,,,,,
,,,1/11/2021,267.14,1799.59,3257.11,317.9117,,,,,,,,
,,,1/12/2021,267.08,1795.99,3261.48,318.0394,,,,,,,,
,,,1/13/2021,267.54,1807.89,3277.19,319.3481,,,,,,,,
,,,1/14/2021,268.31,1808.9,3273.94,319.8175,,,,,,,,
,,,1/15/2021,267.43,1807.32,3262.53,318.3255,,,,,,,,
,,,1/18/2021,267.43,1807.32,3262.53,318.3255,,,,,,,,
,,,1/19/2021,267.88,1807.8,3273.75,318.4696,,,,,,,,
,,,1/20/2021,268.76,1810.25,3284.49,319.679,,,,,,,,
,,,1/21/2021,269.05,1806.25,3274.29,319.1233,,,,,,,,
,,,1/22/2021,268.62,1808.57,3274.43,318.6218,,,,,,,,
,,,1/25/2021,268.81,1817.84,3290.1,319.8331,,,,,,,,
,,,1/26/2021,268.8,1818.12,3286.32,319.6453,,,,,,,,
,,,1/27/2021,267.52,1810,3267.96,318.6907,,,,,,,,
,,,1/28/2021,267.9,1807.26,3269.86,318.4288,,,,,,,,
,,,1/29/2021,267.4,1789.99,3247.01,316.7778,,,,,,,,
,,,2/1/2021,268.36,1799.47,3260.77,319.4213,,,,,,,,
,,,2/2/2021,268.99,1796.45,3259.99,318.9232,,,,,,,,
,,,2/3/2021,269.17,1797.21,3255.7,319.3097,,,,,,,,
,,,2/4/2021,269.52,1792.19,3252.51,319.4205,,,,,,,,
,,,2/5/2021,270.24,1797.22,3253.59,320.4071,,,,,,,,
,,,2/8/2021,270.83,1807.16,3273.71,321.6702,,,,,,,,
,,,2/9/2021,270.95,1812.97,3277.3,322.2618,,,,,,,,
,,,2/10/2021,270.63,1813.77,3282.12,323.2097,,,,,,,,
,,,2/11/2021,270.74,1816.78,3279.13,323.0332,,,,,,,,
,,,2/12/2021,271.38,1815.13,3270.48,323.3572,,,,,,,,
,,,2/15/2021,271.38,1815.13,3270.48,323.3572,,,,,,,,
,,,2/16/2021,272.04,1805.7,3250.57,322.4024,,,,,,,,
,,,2/17/2021,271.66,1801.45,3253.39,322.6153,,,,,,,,
,,,2/18/2021,271.23,1791.28,3239.87,322.6483,,,,,,,,
,,,2/19/2021,272.17,1792.17,3231.41,322.5145,,,,,,,,
,,,2/22/2021,272.04,1788.56,3223.2,324.6902,,,,,,,,
,,,2/23/2021,271.83,1788.67,3219.56,323.9493,,,,,,,,
,,,2/24/2021,272.68,1794.23,3209.96,324.8402,,,,,,,,
,,,2/25/2021,272.23,1761.7,3165.14,322.0149,,,,,,,,
,,,2/26/2021,271.52,1750.36,3181.75,318.5,,,,,,,,
,,,3/1/2021,272.49,1768.89,3186.9,319.9387,,,,,,,,
,,,3/2/2021,271.68,1762.71,3182.79,321.4355,,,,,,,,
,,,3/3/2021,271.24,1753.64,3168.32,319.8793,,,,,,,,
,,,3/4/2021,271.32,1742.9,3153.49,318.7119,,,,,,,,
,,,3/5/2021,271.89,1750.98,3159.1,319.7875,,,,,,,,
,,,3/8/2021,271.42,1744.16,3142.46,318.7826,,,,,,,,
,,,3/9/2021,272.22,1754.53,3162.26,319.6238,,,,,,,,
,,,3/10/2021,272.11,1762.03,3169.21,320.2049,,,,,,,,
,,,3/11/2021,272.79,1769.12,3167.66,321.511,,,,,,,,
,,,3/12/2021,273.81,1765.22,3158.94,320.4964,,,,,,,,
,,,3/15/2021,273.93,1769.84,3166.25,321.1236,,,,,,,,
,,,3/16/2021,274.14,1768.52,3165.79,320.8789,,,,,,,,
,,,3/17/2021,274.58,1769.24,3168.5,320.6257,,,,,,,,
,,,3/18/2021,274.48,1757,3158.34,318.4946,,,,,,,,
,,,3/19/2021,274.59,1758.74,3165.21,319.3085,,,,,,,,
,,,3/22/2021,274.43,1762.69,3168.41,320.0471,,,,,,,,
,,,3/23/2021,273.6,1759.38,3164.72,318.6133,,,,,,,,
,,,3/24/2021,273.04,1759.28,3164.01,319.7147,,,,,,,,
,,,3/25/2021,273.03,1763.94,3166.73,319.0459,,,,,,,,
,,,3/26/2021,274.06,1768.47,3173.91,320.3588,,,,,,,,
,,,3/29/2021,274.45,1762.6,3163.9,319.5544,,,,,,,,
,,,3/30/2021,274.02,1758.73,3159.46,318.0409,,,,,,,,
,,,3/31/2021,274.9,1758.65,3159.05,318.2534,,,,,,,,
,,,4/1/2021,274.87,1773.42,3176.9,320.1082,,,,,,,,
,,,4/2/2021,274.87,1773.42,3176.9,320.1082,,,,,,,,
,,,4/5/2021,275.64,1772.61,3177.92,319.6219,,,,,,,,
,,,4/6/2021,275.08,1777.9,3179.78,320.6345,,,,,,,,
,,,4/7/2021,274.88,1779.71,3177.06,320.7024,,,,,,,,
,,,4/8/2021,274.97,1783.08,3184.76,321.6792,,,,,,,,
,,,4/9/2021,275.36,1781.12,3182.57,321.3553,,,,,,,,
,,,4/12/2021,275.42,1780.09,3178.94,320.9776,,,,,,,,
,,,4/13/2021,275.03,1787.88,3190.16,321.6486,,,,,,,,
,,,4/14/2021,275.17,1786.58,3184.96,321.8608,,,,,,,,
,,,4/15/2021,274.44,1804.78,3206.11,323.3639,,,,,,,,
,,,4/16/2021,275.03,1801.94,3200.69,323.6166,,,,,,,,
,,,4/19/2021,274.88,1798.88,3193.77,323.1721,,,,,,,,
,,,4/20/2021,273.97,1801.08,3191.25,321.9783,,,,,,,,
,,,4/21/2021,274.62,1807.87,3201.42,322.7694,,,,,,,,
,,,4/22/2021,274.16,1803.71,3200.85,322.7008,,,,,,,,
,,,4/23/2021,274.87,1808.33,3204.26,323.3289,,,,,,,,
,,,4/26/2021,275.12,1808.26,3202.34,323.7544,,,,,,,,
,,,4/27/2021,275.61,1804.72,3190.91,323.682,,,,,,,,
,,,4/28/2021,275.54,1807.67,3192.97,323.858,,,,,,,,
,,,4/29/2021,275.77,1810.27,3191.42,323.8792,,,,,,,,
,,,4/30/2021,275.33,1808.78,3189.54,323.2782,,,,,,,,
,,,5/3/2021,275.1,1815.68,3198.88,324.0664,,,,,,,,
,,,5/4/2021,274.42,1811.35,3194.29,323.5412,,,,,,,,
,,,5/5/2021,274.22,1814.73,3201.03,324.1123,,,,,,,,
,,,5/6/2021,274.19,1824.04,3211.89,324.9728,,,,,,,,
,,,5/7/2021,274.79,1835.78,3218.1,326.0755,,,,,,,,
,,,5/10/2021,274.13,1831.9,3210.39,325.4643,,,,,,,,
,,,5/11/2021,274.03,1822.58,3196.43,324.8851,,,,,,,,
,,,5/12/2021,273.15,1801.8,3165.11,324.2509,,,,,,,,
,,,5/13/2021,273.56,1811.41,3175.93,324.0632,,,,,,,,
,,,5/14/2021,274.31,1827.13,3192.89,324.9071,,,,,,,,
,,,5/17/2021,274.24,1831.83,3191.5,325.3009,,,,,,,,
,,,5/18/2021,273.92,1828.87,3192.89,325.1055,,,,,,,,
,,,5/19/2021,273.76,1823.67,3187,324.2378,,,,,,,,
,,,5/20/2021,274.26,1835.23,3201.39,324.4869,,,,,,,,
,,,5/21/2021,274.23,1835.8,3204.75,324.5318,,,,,,,,
,,,5/24/2021,274.66,1842,3211.46,325.0888,,,,,,,,
,,,5/25/2021,274.94,1849.55,3219.63,325.2071,,,,,,,,
,,,5/26/2021,275.36,1850.78,3219.98,325.3623,,,,,,,,
,,,5/27/2021,274.96,1844.07,3215.96,325.6363,,,,,,,,
,,,5/28/2021,275.25,1849.63,3220.8,325.8853,,,,,,,,
,,,5/31/2021,275.25,1849.63,3220.8,325.8853,,,,,,,,
,,,6/1/2021,275.04,1851.63,3224.23,326.004,,,,,,,,
,,,6/2/2021,275.62,1859.5,3233.74,326.1669,,,,,,,,
,,,6/3/2021,274.8,1846.47,3220.09,325.6392,,,,,,,,
,,,6/4/2021,276.49,1863.68,3235.99,326.2015,,,,,,,,
,,,6/7/2021,276.72,1866.43,3239.99,326.1408,,,,,,,,
,,,6/8/2021,277.69,1875.14,3244.5,326.2922,,,,,,,,
,,,6/9/2021,278.46,1881.68,3247.16,326.2762,,,,,,,,
,,,6/10/2021,278.72,1888.44,3257.08,326.4404,,,,,,,,
,,,6/11/2021,279.13,1889.37,3252.19,326.6834,,,,,,,,
,,,6/14/2021,278.71,1882.78,3245.75,326.8065,,,,,,,,
,,,6/15/2021,278.42,1879.63,3241.93,326.5099,,,,,,,,
,,,6/16/2021,277.67,1868.74,3225.64,326.4408,,,,,,,,
,,,6/17/2021,278.25,1876.3,3217.82,325.4894,,,,,,,,
,,,6/18/2021,279.65,1876.94,3208.4,324.8041,,,,,,,,
,,,6/21/2021,279.65,1881.23,3219.22,325.3554,,,,,,,,
,,,6/22/2021,279.77,1880.5,3218.49,325.771,,,,,,,,
,,,6/23/2021,279.78,1879.38,3213.85,325.9003,,,,,,,,
,,,6/24/2021,280.2,1883.08,3218.74,326.2425,,,,,,,,
,,,6/25/2021,279.66,1879.95,3220.76,326.4952,,,,,,,,
,,,6/28/2021,280.34,1885.6,3221.65,326.3684,,,,,,,,
,,,6/29/2021,280.29,1885.31,3218.44,326.4557,,,,,,,,
,,,6/30/2021,280.94,1888.84,3216.51,326.4319,,,,,,,,
,,,7/1/2021,280.68,1887.54,3220.2,326.6424,,,,,,,,
,,,7/2/2021,281.32,1894.95,3229.15,327.095,,,,,,,,
,,,7/5/2021,281.32,1894.95,3229.15,327.095,,,,,,,,
,,,7/6/2021,282.28,1905.52,3235.05,326.6351,,,,,,,,
,,,7/7/2021,282.96,1916.03,3244.02,326.7645,,,,,,,,
,,,7/8/2021,282.99,1915.17,3236.83,326.2117,,,,,,,,
,,,7/9/2021,282.71,1916.68,3249.18,327.113,,,,,,,,
,,,7/12/2021,282.8,1918.98,3254.63,327.3361,,,,,,,,
,,,7/13/2021,282.15,1905.72,3238.1,327.3489,,,,,,,,
,,,7/14/2021,282.32,1911.01,3251.37,327.2659,,,,,,,,
,,,7/15/2021,282.78,1917.93,3251.5,326.8916,,,,,,,,
,,,7/16/2021,282.49,1913.75,3245.05,326.5036,,,,,,,,
,,,7/19/2021,283.93,1915.5,3234.45,325.0002,,,,,,,,
,,,7/20/2021,284.36,1932.52,3251.16,325.667,,,,,,,,
,,,7/21/2021,282.9,1929.87,3251.38,326.4486,,,,,,,,
,,,7/22/2021,283.39,1927.44,3253.62,326.9025,,,,,,,,
,,,7/23/2021,282.58,1931.84,3261.22,327.5207,,,,,,,,
,,,7/26/2021,282.77,1932.72,3257.32,327.8218,,,,,,,,
,,,7/27/2021,283.2,1934.51,3263.48,327.3215,,,,,,,,
,,,7/28/2021,283.17,1937.32,3266.86,327.4805,,,,,,,,
,,,7/29/2021,283.19,1939.58,3266.92,328.1756,,,,,,,,
,,,7/30/2021,283.01,1938.01,3264.73,327.6786,,,,,,,,
,,,8/2/2021,284.12,1938.85,3272.33,327.566,,,,,,,,
,,,8/3/2021,284.17,1945.29,3279.54,327.6232,,,,,,,,
,,,8/4/2021,284.59,1938.36,3272.43,327.4055,,,,,,,,
,,,8/5/2021,284.11,1943.89,3276.25,327.7573,,,,,,,,
,,,8/6/2021,283.41,1936.27,3256.74,327.4349,,,,,,,,
,,,8/9/2021,283.22,1927.76,3245.46,326.8347,,,,,,,,
,,,8/10/2021,282.72,1922.64,3236.53,327.1855,,,,,,,,
,,,8/11/2021,282.8,1929.98,3248.03,327.5323,,,,,,,,
,,,8/12/2021,282.42,1931.63,3249.96,327.5161,,,,,,,,
,,,8/13/2021,283.43,1934.76,3269.17,327.7251,,,,,,,,
,,,8/16/2021,283.26,1931.64,3268.07,327.613,,,,,,,,
,,,8/17/2021,282.89,1924.45,3259.9,327.1664,,,,,,,,
,,,8/18/2021,282.7,1916.23,3251.93,326.6518,,,,,,,,
,,,8/19/2021,282.8,1913.39,3254.92,326.1143,,,,,,,,
,,,8/20/2021,282.86,1920.33,3259.99,326.2657,,,,,,,,
,,,8/23/2021,283.72,1931.25,3269.58,327.2976,,,,,,,,
,,,8/24/2021,283.59,1935.19,3268.4,327.619,,,,,,,,
,,,8/25/2021,283.09,1934.31,3261.41,327.6117,,,,,,,,
,,,8/26/2021,283.01,1926.01,3257.65,327.4483,,,,,,,,
,,,8/27/2021,284.11,1941.81,3279.87,328.1997,,,,,,,,
,,,8/30/2021,284.95,1951.81,3288.86,328.3936,,,,,,,,
,,,8/31/2021,284.98,1952.38,3286.76,328.434,,,,,,,,
,,,9/1/2021,285.37,1962.05,3302.01,328.6007,,,,,,,,
,,,9/2/2021,285.74,1967.87,3310,328.8785,,,,,,,,
,,,9/3/2021,284.72,1962.73,3308.31,329.0698,,,,,,,,
,,,9/6/2021,284.72,1962.73,3308.31,329.0698,,,,,,,,
,,,9/7/2021,283.1,1952.05,3293.11,328.751,,,,,,,,
,,,9/8/2021,283.86,1953.29,3298.5,328.8729,,,,,,,,
,,,9/9/2021,285.18,1949.82,3304.07,328.8866,,,,,,,,
,,,9/10/2021,283.95,1932.77,3285.27,328.9215,,,,,,,,
,,,9/13/2021,284.34,1938.86,3298.33,329.1505,,,,,,,,
,,,9/14/2021,285.97,1939.8,3302.59,328.9851,,,,,,,,
,,,9/15/2021,285.31,1945.27,3306.16,329.4749,,,,,,,,
,,,9/16/2021,284.07,1934.61,3295.31,329.0061,,,,,,,,
,,,9/17/2021,281.83,1918.75,3278.96,328.3148,,,,,,,,
,,,9/20/2021,283.2,1902.01,3273.03,327.1975,,,,,,,,
,,,9/21/2021,283.15,1907.4,3277.67,327.1862,,,,,,,,
,,,9/22/2021,283.71,1914.22,3289.97,328.06,,,,,,,,
,,,9/23/2021,281.66,1904.17,3269.16,328.7152,,,,,,,,
,,,9/24/2021,279.32,1892.29,3251.33,328.8963,,,,,,,,
,,,9/27/2021,278.62,1883.38,3244.44,329.1315,,,,,,,,
,,,9/28/2021,275.3,1859.88,3210.87,328.3716,,,,,,,,
,,,9/29/2021,275.17,1859.9,3211.29,328.0292,,,,,,,,
,,,9/30/2021,274.47,1860.45,3210.68,327.9189,,,,,,,,
,,,10/1/2021,277,1866.62,3222.79,327.982,,,,,,,,
,,,10/4/2021,275.92,1857.01,3209.15,327.8745,,,,,,,,
,,,10/5/2021,275.64,1856.99,3204.57,328.4807,,,,,,,,
,,,10/6/2021,276.32,1855.73,3208.09,327.9662,,,,,,,,
,,,10/7/2021,276.33,1856.99,3207.38,328.5328,,,,,,,,
,,,10/8/2021,275.58,1851.42,3199.06,328.5653,,,,,,,,
,,,10/11/2021,274.89,1846.56,3192.37,328.529,,,,,,,,
,,,10/12/2021,275.36,1854.36,3206.68,328.4121,,,,,,,,
,,,10/13/2021,277.15,1871.39,3227.69,329.0765,,,,,,,,
,,,10/14/2021,278.51,1881.21,3241.57,330.1538,,,,,,,,
,,,10/15/2021,278.64,1881.09,3238.95,330.559,,,,,,,,
,,,10/18/2021,279.09,1878.35,3238.93,330.1644,,,,,,,,
,,,10/19/2021,279.11,1876.05,3235.61,330.3485,,,,,,,,
,,,10/20/2021,278.92,1876.39,3234.37,330.7515,,,,,,,,
,,,10/21/2021,279.15,1874.66,3228.02,330.0218,,,,,,,,
,,,10/22/2021,279.44,1881.73,3236.66,330.2096,,,,,,,,
,,,10/25/2021,280.13,1884.12,3242.46,330.816,,,,,,,,
,,,10/26/2021,280.27,1884.36,3245.69,330.8079,,,,,,,,
,,,10/27/2021,281.05,1896.59,3252.24,330.4859,,,,,,,,
,,,10/28/2021,281.63,1897.63,3255.62,330.5182,,,,,,,,
,,,10/29/2021,281.3,1889.62,3245.59,330.1899,,,,,,,,
,,,11/1/2021,281.57,1898.44,3248.62,330.4561,,,,,,,,
,,,11/2/2021,281.46,1894.33,3252.66,330.7744,,,,,,,,
,,,11/3/2021,282.02,1897.28,3249.57,330.5811,,,,,,,,
,,,11/4/2021,282.28,1900.13,3264.98,330.8862,,,,,,,,
,,,11/5/2021,283.3,1914.3,3284.56,331.3023,,,,,,,,
,,,11/8/2021,283.43,1917.11,3286,331.4336,,,,,,,,
,,,11/9/2021,283.58,1920.9,3292.91,331.0724,,,,,,,,
,,,11/10/2021,282.76,1914.75,3277.42,330.7504,,,,,,,,
,,,11/11/2021,283.31,1918.86,3283.15,331.2038,,,,,,,,
,,,11/12/2021,283.26,1923.19,3288.48,331.3549,,,,,,,,
,,,11/15/2021,282.61,1918.65,3280.25,331.357,,,,,,,,
,,,11/16/2021,282.71,1915.13,3276.03,331.4671,,,,,,,,
,,,11/17/2021,282.59,1916.88,3283.95,331.0793,,,,,,,,
,,,11/18/2021,282.74,1918.17,3283.37,331.1681,,,,,,,,
,,,11/19/2021,283.12,1918.4,3283.14,331.1068,,,,,,,,
